## Created using https://www.youtube.com/watch?v=Y40Wy1guAiQ ,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
"## Summary of mouse longevity data. David Ashbrook 2022, dashbroo@UTHSC.edu. Edited by Wyatt Kaiser 2023 wkaiser1@uthsc.edu",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
## Data from replicable mouse populations,Title,Where mice maintained,First Author,Last Author,All authors,Year mice born,Year mice died,Year paper published,Paper type,Reason for looking,Main topic,Strain,Maternal strain,Paternal strain,Cross type,Sex,Age started,Age started (estimated approx. days),Intervention,Method,Diet,Day-night cycle,Lights on/lights off,Temperature,Humidity,Number of mice per cage (newly added) ,Pathogen free?,Individual data available,Individual data imputable from figures,Where data available?,mean,median,SE,SD,N,CV,IMR,MRDT,Minimum lifespan,Maximum lifespan,notes,url,DOI
,Longevity of female mice kept on various dietary regimens during growth,Washington University,Silberberg,Silberberg,"R SILBERBERG, S R JARRETT, M SILBERBERG",,,1962,Primary,Dietary interventions,Dietary interventions,A/J,A/J,A/J,Inbred,female,4-5 weeks,30,High fat 3 months on diet,25% lard,25% lard,,,,,group,,,,,525.1,,29.24279113,202.6,48,0.38583127,,,139,1042,,https://academic.oup.com/geronj/article-abstract/17/3/239/653231?redirectedFrom=fulltext&login=false,https://doi.org/10.1093/geronj/17.3.239
,Longevity of female mice kept on various dietary regimens during growth,Washington University,Silberberg,Silberberg,"R SILBERBERG, S R JARRETT, M SILBERBERG",,,1962,Primary,Dietary interventions,Dietary interventions,C57BL/6J,C57BL/6J,C57BL/6J,Inbred,female,4-5 weeks,30,40% DR 1 month group housed,,Purina Lab Chow,,,,,group,,,,,277.2,,57.38306661,314.3,30,1.133838384,,,32,936,,https://academic.oup.com/geronj/article-abstract/17/3/239/653231?redirectedFrom=fulltext&login=false,https://doi.org/10.1093/geronj/17.3.239
,Longevity of female mice kept on various dietary regimens during growth,Washington University,Silberberg,Silberberg,"R SILBERBERG, S R JARRETT, M SILBERBERG",,,1962,Primary,Dietary interventions,Dietary interventions,DBA/2J,DBA/2J,DBA/2J,Inbred,female,4-5 weeks,30,40% DR 1 month group housed,,Purina Lab Chow,,,,,group,,,,,293.2,,60.83371872,333.2,30,1.136425648,,,34,823,,https://academic.oup.com/geronj/article-abstract/17/3/239/653231?redirectedFrom=fulltext&login=false,https://doi.org/10.1093/geronj/17.3.239
,Longevity of female mice kept on various dietary regimens during growth,Washington University,Silberberg,Silberberg,"R SILBERBERG, S R JARRETT, M SILBERBERG",,,1962,Primary,Dietary interventions,Dietary interventions,A/J,A/J,A/J,Inbred,female,4-5 weeks,30,40% DR 1 month group housed,,Purina Lab Chow,,,,,group,,,,,309.3,,48.49170376,265.6,30,0.858713223,,,38,855,,https://academic.oup.com/geronj/article-abstract/17/3/239/653231?redirectedFrom=fulltext&login=false,https://doi.org/10.1093/geronj/17.3.239
,Longevity of female mice kept on various dietary regimens during growth,Washington University,Silberberg,Silberberg,"R SILBERBERG, S R JARRETT, M SILBERBERG",,,1962,Primary,Dietary interventions,Dietary interventions,C57BL/6J,C57BL/6J,C57BL/6J,Inbred,female,4-5 weeks,30,40% DR 1 month single housed,,Purina Lab Chow,,,,,1,,,,,564.1,,68.91561507,308.2,20,0.546357029,,,38,1030,,https://academic.oup.com/geronj/article-abstract/17/3/239/653231?redirectedFrom=fulltext&login=false,https://doi.org/10.1093/geronj/17.3.239
,Longevity of female mice kept on various dietary regimens during growth,Washington University,Silberberg,Silberberg,"R SILBERBERG, S R JARRETT, M SILBERBERG",,,1962,Primary,Dietary interventions,Dietary interventions,DBA/2J,DBA/2J,DBA/2J,Inbred,female,4-5 weeks,30,40% DR 1 month single housed,,Purina Lab Chow,,,,,1,,,,,725.6,,31.18340905,132.3,18,0.182331863,,,525,1015,,https://academic.oup.com/geronj/article-abstract/17/3/239/653231?redirectedFrom=fulltext&login=false,https://doi.org/10.1093/geronj/17.3.239
,Longevity of female mice kept on various dietary regimens during growth,Washington University,Silberberg,Silberberg,"R SILBERBERG, S R JARRETT, M SILBERBERG",,,1962,Primary,Dietary interventions,Dietary interventions,A/J,A/J,A/J,Inbred,female,4-5 weeks,30,40% DR 1 month single housed,,Purina Lab Chow,,,,,1,,,,,441.4,,23.28738333,98.8,18,0.223833258,,,243,615,,https://academic.oup.com/geronj/article-abstract/17/3/239/653231?redirectedFrom=fulltext&login=false,https://doi.org/10.1093/geronj/17.3.239
,Longevity of female mice kept on various dietary regimens during growth,Washington University,Silberberg,Silberberg,"R SILBERBERG, S R JARRETT, M SILBERBERG",,,1962,Primary,Dietary interventions,Dietary interventions,C57BL/6J,C57BL/6J,C57BL/6J,Inbred,female,4-5 weeks,30,40% DR 3 month group housed,,Purina Lab Chow,,,,,group,,,,,538.4,,51.21205913,280.5,30,0.520988113,,,32,918,,https://academic.oup.com/geronj/article-abstract/17/3/239/653231?redirectedFrom=fulltext&login=false,https://doi.org/10.1093/geronj/17.3.239
,Longevity of female mice kept on various dietary regimens during growth,Washington University,Silberberg,Silberberg,"R SILBERBERG, S R JARRETT, M SILBERBERG",,,1962,Primary,Dietary interventions,Dietary interventions,A/J,A/J,A/J,Inbred,female,4-5 weeks,30,40% DR 3 month group housed,,Purina Lab Chow,,,,,group,,,,,274.5,,44.10264282,237.5,29,0.865209472,,,36,923,,https://academic.oup.com/geronj/article-abstract/17/3/239/653231?redirectedFrom=fulltext&login=false,https://doi.org/10.1093/geronj/17.3.239
,Longevity of female mice kept on various dietary regimens during growth,Washington University,Silberberg,Silberberg,"R SILBERBERG, S R JARRETT, M SILBERBERG",,,1962,Primary,Dietary interventions,Dietary interventions,C57BL/6J,C57BL/6J,C57BL/6J,Inbred,female,4-5 weeks,30,40% DR 3 months single housed,,Purina Lab Chow,,,,,1,,,,,647.9,,62.5499377,257.9,17,0.398055255,,,120,896,,https://academic.oup.com/geronj/article-abstract/17/3/239/653231?redirectedFrom=fulltext&login=false,https://doi.org/10.1093/geronj/17.3.239
,Longevity of female mice kept on various dietary regimens during growth,Washington University,Silberberg,Silberberg,"R SILBERBERG, S R JARRETT, M SILBERBERG",,,1962,Primary,Dietary interventions,Dietary interventions,DBA/2J,DBA/2J,DBA/2J,Inbred,female,4-5 weeks,30,40% DR 3 months single housed,,Purina Lab Chow,,,,,1,,,,,557.6,,73.96336931,313.8,18,0.56276901,,,44,957,,https://academic.oup.com/geronj/article-abstract/17/3/239/653231?redirectedFrom=fulltext&login=false,https://doi.org/10.1093/geronj/17.3.239
,Longevity of female mice kept on various dietary regimens during growth,Washington University,Silberberg,Silberberg,"R SILBERBERG, S R JARRETT, M SILBERBERG",,,1962,Primary,Dietary interventions,Dietary interventions,A/J,A/J,A/J,Inbred,female,4-5 weeks,30,40% DR 3 months single housed,,Purina Lab Chow,,,,,1,,,,,465.7,,54.70649464,232.1,18,0.498389521,,,69,878,,https://academic.oup.com/geronj/article-abstract/17/3/239/653231?redirectedFrom=fulltext&login=false,https://doi.org/10.1093/geronj/17.3.239
,Longevity of female mice kept on various dietary regimens during growth,Washington University,Silberberg,Silberberg,"R SILBERBERG, S R JARRETT, M SILBERBERG",,,1962,Primary,Dietary interventions,Dietary interventions,A/J,A/J,A/J,Inbred,female,2 months,60,40% DR,,Purina Lab Chow,,,,,group,,,,,552.3,,40.9696473,224.4,30,0.406300923,,,257,977,,https://academic.oup.com/geronj/article-abstract/17/3/239/653231?redirectedFrom=fulltext&login=false,https://doi.org/10.1093/geronj/17.3.239
,Longevity of female mice kept on various dietary regimens during growth,Washington University,Silberberg,Silberberg,"R SILBERBERG, S R JARRETT, M SILBERBERG",,,1962,Primary,Dietary interventions,Dietary interventions,C57BL/6J,C57BL/6J,C57BL/6J,Inbred,female,4 months,120,40% DR,,Purina Lab Chow,,,,,group,,,,,658.6,,27.91559301,152.9,30,0.232159125,,,289,917,,https://academic.oup.com/geronj/article-abstract/17/3/239/653231?redirectedFrom=fulltext&login=false,https://doi.org/10.1093/geronj/17.3.239
,Longevity of female mice kept on various dietary regimens during growth,Washington University,Silberberg,Silberberg,"R SILBERBERG, S R JARRETT, M SILBERBERG",,,1962,Primary,Dietary interventions,Dietary interventions,A/J,A/J,A/J,Inbred,female,4 months,120,40% DR,,Purina Lab Chow,,,,,group,,,,,572.7,,40.75055828,223.2,30,0.389732844,,,131,893,,https://academic.oup.com/geronj/article-abstract/17/3/239/653231?redirectedFrom=fulltext&login=false,https://doi.org/10.1093/geronj/17.3.239
,A persistent level of Cisd2 extends healthy lifespan and delays aging in mice,National Yang-Ming University,Wu,Tsai,"Chia-Yu Wu, Yi-Fan Chen, Chih-Hao Wang, Cheng-Heng Kao, Hui-Wen Zhuang, Chih-Cheng Chen, Liang-Kung Chen, Ralph Kirby, Yau-Huei Wei, Shih-Feng Tsai, Ting-Fen Tsai",,,2012,Primary,Genetic interventions,Genetic interventions,C57BL/6J,C57BL/6J,C57BL/6J,Inbred,male,weaning,28,Control,,,,,,,,SPF,no,yes,,921.6,967.5,35.4,206.4156971,34,0.223975366,,,651.9,1101.9,,https://academic.oup.com/hmg/article/21/18/3956/588038?login=false#85635431,https://doi.org/10.1093/hmg/dds210
,A persistent level of Cisd2 extends healthy lifespan and delays aging in mice,National Yang-Ming University,Wu,Tsai,"Chia-Yu Wu, Yi-Fan Chen, Chih-Hao Wang, Cheng-Heng Kao, Hui-Wen Zhuang, Chih-Cheng Chen, Liang-Kung Chen, Ralph Kirby, Yau-Huei Wei, Shih-Feng Tsai, Ting-Fen Tsai",,,2012,Primary,Genetic interventions,Genetic interventions,C57BL/6J,C57BL/6J,C57BL/6J,Inbred,male,weaning,28,Cisd2 over expression,,,,,,,,SPF,no,yes,,772.2,810,18.6,117.636729,40,0.152339716,,,511.8,1020,,https://academic.oup.com/hmg/article/21/18/3956/588038?login=false#85635431,https://doi.org/10.1093/hmg/dds210
,A persistent level of Cisd2 extends healthy lifespan and delays aging in mice,National Yang-Ming University,Wu,Tsai,"Chia-Yu Wu, Yi-Fan Chen, Chih-Hao Wang, Cheng-Heng Kao, Hui-Wen Zhuang, Chih-Cheng Chen, Liang-Kung Chen, Ralph Kirby, Yau-Huei Wei, Shih-Feng Tsai, Ting-Fen Tsai",,,2012,Primary,Genetic interventions,Genetic interventions,C57BL/6J,C57BL/6J,C57BL/6J,Inbred,female,weaning,28,Control,,,,,,,,SPF,no,yes,,936.6,967.5,28.8,131.97818,21,0.140912001,,,666,1170,,https://academic.oup.com/hmg/article/21/18/3956/588038?login=false#85635431,https://doi.org/10.1093/hmg/dds210
,A persistent level of Cisd2 extends healthy lifespan and delays aging in mice,National Yang-Ming University,Wu,Tsai,"Chia-Yu Wu, Yi-Fan Chen, Chih-Hao Wang, Cheng-Heng Kao, Hui-Wen Zhuang, Chih-Cheng Chen, Liang-Kung Chen, Ralph Kirby, Yau-Huei Wei, Shih-Feng Tsai, Ting-Fen Tsai",,,2012,Primary,Genetic interventions,Genetic interventions,C57BL/6J,C57BL/6J,C57BL/6J,Inbred,female,weaning,28,Cisd2 over expression,,,,,,,,SPF,no,yes,,788.4,814.5,12.3,61.5,25,0.078006088,,,573.9,894,,https://academic.oup.com/hmg/article/21/18/3956/588038?login=false#85635431,https://doi.org/10.1093/hmg/dds210
,A persistent level of Cisd2 extends healthy lifespan and delays aging in mice,National Yang-Ming University,Wu,Tsai,"Chia-Yu Wu, Yi-Fan Chen, Chih-Hao Wang, Cheng-Heng Kao, Hui-Wen Zhuang, Chih-Cheng Chen, Liang-Kung Chen, Ralph Kirby, Yau-Huei Wei, Shih-Feng Tsai, Ting-Fen Tsai",,,2012,Primary,Genetic interventions,Genetic interventions,C57BL/6J,C57BL/6J,C57BL/6J,Inbred,male,weaning,28,Cisd2 -/-,,,,,,,,SPF,no,yes,,,,,,,,,,,,"Data not given, but possible to impute from figure if needed",https://academic.oup.com/hmg/article/21/18/3956/588038?login=false#85635431,https://doi.org/10.1093/hmg/dds210
,A persistent level of Cisd2 extends healthy lifespan and delays aging in mice,National Yang-Ming University,Wu,Tsai,"Chia-Yu Wu, Yi-Fan Chen, Chih-Hao Wang, Cheng-Heng Kao, Hui-Wen Zhuang, Chih-Cheng Chen, Liang-Kung Chen, Ralph Kirby, Yau-Huei Wei, Shih-Feng Tsai, Ting-Fen Tsai",,,2012,Primary,Genetic interventions,Genetic interventions,C57BL/6J,C57BL/6J,C57BL/6J,Inbred,female,weaning,28,Cisd -/+,,,,,,,,SPF,no,yes,,,,,,,,,,,,"Data not given, but possible to impute from figure if needed",https://academic.oup.com/hmg/article/21/18/3956/588038?login=false#85635431,https://doi.org/10.1093/hmg/dds210
,A persistent level of Cisd2 extends healthy lifespan and delays aging in mice,National Yang-Ming University,Wu,Tsai,"Chia-Yu Wu, Yi-Fan Chen, Chih-Hao Wang, Cheng-Heng Kao, Hui-Wen Zhuang, Chih-Cheng Chen, Liang-Kung Chen, Ralph Kirby, Yau-Huei Wei, Shih-Feng Tsai, Ting-Fen Tsai",,,2012,Primary,Genetic interventions,Genetic interventions,C57BL/6J,C57BL/6J,C57BL/6J,Inbred,male,weaning,28,Cisd2 -/-,,,,,,,,SPF,no,yes,,,,,,,,,,,,"Data not given, but possible to impute from figure if needed",https://academic.oup.com/hmg/article/21/18/3956/588038?login=false#85635431,https://doi.org/10.1093/hmg/dds210
,A persistent level of Cisd2 extends healthy lifespan and delays aging in mice,National Yang-Ming University,Wu,Tsai,"Chia-Yu Wu, Yi-Fan Chen, Chih-Hao Wang, Cheng-Heng Kao, Hui-Wen Zhuang, Chih-Cheng Chen, Liang-Kung Chen, Ralph Kirby, Yau-Huei Wei, Shih-Feng Tsai, Ting-Fen Tsai",,,2012,Primary,Genetic interventions,Genetic interventions,C57BL/6J,C57BL/6J,C57BL/6J,Inbred,female,weaning,28,Cisd -/+,,,,,,,,SPF,no,yes,,,,,,,,,,,,"Data not given, but possible to impute from figure if needed",https://academic.oup.com/hmg/article/21/18/3956/588038?login=false#85635431,https://doi.org/10.1093/hmg/dds210
,Effect of dietary beta-carotene on the survival of young and old mice,Masonic Medical Research Laboratory,Massie,DeWolfe,"H R Massie, J R Ferreira Jr, L K DeWolfe",,,1986,Primary,Dietary interventions,Dietary interventions,C57BL/6J,C57BL/6J,C57BL/6J,Inbred,male,weaning,29,Control,,Purina Lab Chow 5001,12-hour light/dark,,22 C,,,"No, Syphacia obvelata and Aspiculuris tetraptera",no,yes,,858,873,35.32987404,158,20,0.184149184,,,,,Treated with piperazine,https://sci-hub.se/https://doi.org/10.1159/000212788,https://doi.org/10.1159/000212788
,Effect of dietary beta-carotene on the survival of young and old mice,Masonic Medical Research Laboratory,Massie,DeWolfe,"H R Massie, J R Ferreira Jr, L K DeWolfe",,,1986,Primary,Dietary interventions,Dietary interventions,C57BL/6J,C57BL/6J,C57BL/6J,Inbred,male,weaning,29,trans-P-carotene 0.5%,,Purina Lab Chow 5001,12-hour light/dark,,22 C,,,"No, Syphacia obvelata and Aspiculuris tetraptera",no,yes,,901,951,30.85773809,138,20,0.153163152,,,,,Treated with piperazine,https://sci-hub.se/https://doi.org/10.1159/000212788,https://doi.org/10.1159/000212788
,"The relationship of genotype, sex, body weight, and growth parameters to lifespan in inbred and hybrid mice",Gerontology Research Center,Ingram,Les,"D K Ingram, M A Reynolds, E P Les",,,1982,Primary,Genetic interventions,Genetic interventions,DBA/2J,DBA/2J,DBA/2J,Inbred,female,weaning,28,Control,,Old Guilford 96WA,12-hour light/dark,6:00,23 - 32 C,,5,,no,no,,536,,58,317.6790834,30,0.592684857,,,,,,https://sci-hub.se/https://doi.org/10.1016/0047-6374(82)90092-6,https://doi.org/10.1016/0047-6374(82)90092-6
,"The relationship of genotype, sex, body weight, and growth parameters to lifespan in inbred and hybrid mice",Gerontology Research Center,Ingram,Les,"D K Ingram, M A Reynolds, E P Les",,,1982,Primary,Genetic interventions,Genetic interventions,DBA/2J,DBA/2J,DBA/2J,Inbred,male,weaning,28,Control,,Old Guilford 96WA,12-hour light/dark,6:00,23 - 32 C,,5,,no,no,,663,,48,262.9068276,30,0.396541218,,,,,,https://sci-hub.se/https://doi.org/10.1016/0047-6374(82)90092-6,https://doi.org/10.1016/0047-6374(82)90092-6
,"The relationship of genotype, sex, body weight, and growth parameters to lifespan in inbred and hybrid mice",Gerontology Research Center,Ingram,Les,"D K Ingram, M A Reynolds, E P Les",,,1982,Primary,Genetic interventions,Genetic interventions,C57BL/6JxDBA/2JF1,C57BL/6J,DBA/2J,F1,female,weaning,28,Control,,Old Guilford 96WA,12-hour light/dark,6:00,23 - 32 C,,5,,no,no,,892,,38,208.1345719,30,0.233334722,,,,,,https://sci-hub.se/https://doi.org/10.1016/0047-6374(82)90092-6,https://doi.org/10.1016/0047-6374(82)90092-6
,"The relationship of genotype, sex, body weight, and growth parameters to lifespan in inbred and hybrid mice",Gerontology Research Center,Ingram,Les,"D K Ingram, M A Reynolds, E P Les",,,1982,Primary,Genetic interventions,Genetic interventions,C57BL/6JxDBA/2JF1,C57BL/6J,DBA/2J,F1,male,weaning,28,Control,,Old Guilford 96WA,12-hour light/dark,6:00,23 - 32 C,,5,,no,no,,965,,35,191.7028951,30,0.19865585,,,,,,https://sci-hub.se/https://doi.org/10.1016/0047-6374(82)90092-6,https://doi.org/10.1016/0047-6374(82)90092-6
,"The relationship of genotype, sex, body weight, and growth parameters to lifespan in inbred and hybrid mice",Gerontology Research Center,Ingram,Les,"D K Ingram, M A Reynolds, E P Les",,,1982,Primary,Genetic interventions,Genetic interventions,A/J,A/J,A/J,Inbred,female,weaning,28,Control,,Old Guilford 96WA,12-hour light/dark,6:00,23 - 32 C,,5,,no,no,,694,,28,153.3623161,30,0.220983164,,,,,,https://sci-hub.se/https://doi.org/10.1016/0047-6374(82)90092-6,https://doi.org/10.1016/0047-6374(82)90092-6
,"The relationship of genotype, sex, body weight, and growth parameters to lifespan in inbred and hybrid mice",Gerontology Research Center,Ingram,Les,"D K Ingram, M A Reynolds, E P Les",,,1982,Primary,Genetic interventions,Genetic interventions,A/J,A/J,A/J,Inbred,male,weaning,28,Control,,Old Guilford 96WA,12-hour light/dark,6:00,23 - 32 C,,5,,no,no,,628,,35,191.7028951,30,0.305259387,,,,,,https://sci-hub.se/https://doi.org/10.1016/0047-6374(82)90092-6,https://doi.org/10.1016/0047-6374(82)90092-6
,"The relationship of genotype, sex, body weight, and growth parameters to lifespan in inbred and hybrid mice",Gerontology Research Center,Ingram,Les,"D K Ingram, M A Reynolds, E P Les",,,1982,Primary,Genetic interventions,Genetic interventions,C3H/HeJ,C3H/HeJ,C3H/HeJ,Inbred,female,weaning,28,Control,,Old Guilford 96WA,12-hour light/dark,6:00,23 - 32 C,,5,,no,no,,506,,51,279.3385043,30,0.55205238,,,,,,https://sci-hub.se/https://doi.org/10.1016/0047-6374(82)90092-6,https://doi.org/10.1016/0047-6374(82)90092-6
,"The relationship of genotype, sex, body weight, and growth parameters to lifespan in inbred and hybrid mice",Gerontology Research Center,Ingram,Les,"D K Ingram, M A Reynolds, E P Les",,,1982,Primary,Genetic interventions,Genetic interventions,C3H/HeJ,C3H/HeJ,C3H/HeJ,Inbred,male,weaning,28,Control,,Old Guilford 96WA,12-hour light/dark,6:00,23 - 32 C,,5,,no,no,,696,,65,356.0196624,30,0.511522503,,,,,,https://sci-hub.se/https://doi.org/10.1016/0047-6374(82)90092-6,https://doi.org/10.1016/0047-6374(82)90092-6
,"The relationship of genotype, sex, body weight, and growth parameters to lifespan in inbred and hybrid mice",Gerontology Research Center,Ingram,Les,"D K Ingram, M A Reynolds, E P Les",,,1982,Primary,Genetic interventions,Genetic interventions,C57L/J,C57L/J,C57L/J,Inbred,female,weaning,28,Control,,Old Guilford 96WA,12-hour light/dark,6:00,23 - 32 C,,5,,no,no,,569,,28,153.3623161,30,0.269529554,,,,,,https://sci-hub.se/https://doi.org/10.1016/0047-6374(82)90092-6,https://doi.org/10.1016/0047-6374(82)90092-6
,"The relationship of genotype, sex, body weight, and growth parameters to lifespan in inbred and hybrid mice",Gerontology Research Center,Ingram,Les,"D K Ingram, M A Reynolds, E P Les",,,1982,Primary,Genetic interventions,Genetic interventions,C57L/J,C57L/J,C57L/J,Inbred,male,weaning,28,Control,,Old Guilford 96WA,12-hour light/dark,6:00,23 - 32 C,,5,,no,no,,514,,13,71.20393248,30,0.138529052,,,,,,https://sci-hub.se/https://doi.org/10.1016/0047-6374(82)90092-6,https://doi.org/10.1016/0047-6374(82)90092-6
,"The relationship of genotype, sex, body weight, and growth parameters to lifespan in inbred and hybrid mice",Gerontology Research Center,Ingram,Les,"D K Ingram, M A Reynolds, E P Les",,,1982,Primary,Genetic interventions,Genetic interventions,SJL/J,SJL/J,SJL/J,Inbred,female,weaning,28,Control,,Old Guilford 96WA,12-hour light/dark,6:00,23 - 32 C,,5,,no,no,,470,,23,125.9761882,30,0.268034443,,,,,,https://sci-hub.se/https://doi.org/10.1016/0047-6374(82)90092-6,https://doi.org/10.1016/0047-6374(82)90092-6
